"Name","DNSHostName","OperatingSystem","OperatingSystemServicePack","OperatingSystemVersion","IPv4Address","Lastlogondate"
"AP-WSKITCHEN02","AP-WSKITCHEN02.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"19/07/2022 3:17:19 PM"
"AP-WSRDM02","AP-WSRDM02.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)","10.10.30.179","25/12/2022 11:51:06 PM"
"AP-WSEVNTEXE02","AP-WSEVNTEXE02.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)","10.10.30.167","25/12/2022 9:39:15 PM"
"JUM-WSACCRC01","JUM-WSACCRC01.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.20.122","22/12/2022 7:35:41 PM"
"AP-WSRECCLK002","AP-WSRECCLK002.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"06/09/2022 11:30:04 AM"
"AP-WSACCPAY03","AP-WSACCPAY03.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.30.148","28/12/2022 7:52:26 AM"
"AP-WSRESAGENT06","AP-WSRESAGENT06.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)","10.10.30.223","30/11/2022 12:02:30 PM"
"AP-WSRESAGENT07","AP-WSRESAGENT07.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"27/10/2021 3:36:46 PM"
"JUM-WSACCAP01","JUM-WSACCAP01.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"20/03/2022 11:42:38 AM"
"AP-WSRESSUP02","AP-WSRESSUP02.hiexsp.ae","Windows 10 Pro",,"10.0 (18363)",,"29/10/2020 5:43:28 PM"
"AP-WSENGSUP03","AP-WSENGSUP03.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)",,"22/07/2022 5:13:13 PM"
"AP-WSFBMGR02","AP-WSFBMGR02.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)",,"26/07/2022 12:25:23 AM"
"AP-WSOPERATOR02","AP-WSOPERATOR02.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"26/09/2021 8:20:59 AM"
"AP-WSRECPT06","AP-WSRECPT06.hiexsp.ae","Windows 10 Pro",,"10.0 (18363)",,"08/04/2021 4:56:44 PM"
"AP-WSACCRE02","AP-WSACCRE02.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"23/09/2021 12:56:47 AM"
"AP-WSRESAGENT03","AP-WSRESAGENT03.hiexsp.ae","Windows 10 Pro",,"10.0 (18363)",,"07/04/2021 4:42:00 PM"
"JUM-WSACCIA01","JUM-WSACCIA01.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.20.220","21/12/2022 1:31:37 PM"
"JUM-WSHKCR01","JUM-WSHKCR01.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.20.167","19/12/2022 6:18:06 PM"
"DIC-WSACCREC01","DIC-WSACCREC01.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"23/04/2022 3:58:27 PM"
"AP-WSACCREC02","AP-WSACCREC02.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.30.164","19/12/2022 7:32:41 AM"
"DIC-WSRECCLK","DIC-WSRECCLK.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"26/04/2022 9:46:12 AM"
"AP-WSHRCOOR02",,,,,,
"AP-WSHRCCOOR02","AP-WSHRCCOOR02.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"09/09/2021 6:56:00 AM"
"AP-WSINCAUD02","AP-WSINCAUD02.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"17/07/2022 3:41:36 PM"
"DIC-WSFOMGR","DIC-WSFOMGR.hiexsp.ae","Windows 10 Pro",,"10.0 (18363)",,"01/12/2019 3:28:38 PM"
"DIC-WSHKMGR","DIC-WSHKMGR.hiexsp.ae","Windows 10 Pro",,"10.0 (18363)",,"21/11/2020 10:16:52 PM"
"DIC-VINGCARDSVR","DIC-VINGCARDSVR.hiexsp.ae","Windows 10 Pro",,"10.0 (18363)",,"01/05/2021 2:48:23 PM"
"HIEXPMSSVRAP01","HIEXPMSSVRAP01.hiexsp.ae","Windows Server 2012 R2 Standard",,"6.3 (9600)",,"25/06/2022 10:43:07 PM"
"AP-WSVINGCARD02","AP-WSVINGCARD02.hiexsp.ae","Windows 10 Pro",,"10.0 (19041)","10.10.30.31","23/12/2022 12:31:23 PM"
"AP-WSINTRFACE02","AP-WSINTRFACE02.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.30.16","24/12/2022 6:52:13 AM"
"DIC-IFCSVR","DIC-IFCSVR.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.16","24/12/2022 12:30:18 PM"
"AP-WSRECEPT04","AP-WSRECEPT04.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.30.162","22/12/2022 8:39:30 PM"
"SA-WSIFC1","SA-WSIFC1.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.16","21/12/2022 1:11:42 PM"
"DXBSPSVRKEY1","DXBSPSVRKEY1.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.31","20/12/2022 3:31:55 PM"
"HIEXIC-ENG-PC","HIEXIC-ENG-PC.hiexsp.ae","Windows 10 Pro",,"10.0 (19041)",,"25/11/2020 10:37:54 AM"
"DIC-WSRESAGT","DIC-WSRESAGT.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"12/04/2022 1:23:24 PM"
"JUM-WSVNGCRD02","JUM-WSVNGCRD02.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)","10.10.20.18","28/12/2022 6:35:17 PM"
"DIC-WSHKCOO1","DIC-WSHKCOO1.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"21/09/2021 7:01:15 AM"
"JUM-WSIFC02","JUM-WSIFC02.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)","10.10.20.16","26/12/2022 4:29:29 PM"
"DIC-WSBANCO","DIC-WSBANCO.hiexsp.ae","Windows 10 Pro",,"10.0 (18363)",,"23/09/2020 9:17:50 AM"
"DIC-WSACCPAY01","DIC-WSACCPAY01.hiexsp.ae","Windows 10 Pro",,"10.0 (19041)",,"24/08/2021 4:09:02 PM"
"AP-WSRECEPT01","AP-WSRECEPT01.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)","10.10.30.194","22/12/2022 5:25:42 PM"
"AP-WSRECEPT03","AP-WSRECEPT03.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"24/07/2022 11:23:42 AM"
"JUM-WSFORES01","JUM-WSFORES01.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.20.174","29/12/2022 8:19:54 AM"
"JUM-WSFONA01","JUM-WSFONA01.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)",,"28/10/2022 8:45:11 AM"
"JUM-WSFOMGR01","JUM-WSFOMGR01.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.20.161","20/12/2022 11:05:26 AM"
"AP-WSENGWORK","AP-WSENGWORK.hiexsp.ae","Windows 7 Professional","Service Pack 1","6.1 (7601)",,"05/09/2022 6:12:20 PM"
"SSC-LPEXSEC02","SSC-LPEXSEC02.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"23/06/2022 1:39:41 PM"
"SA-WSENGSUP01","SA-WSENGSUP01.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.164","26/12/2022 11:37:29 AM"
"AP-Test",,,,,,
"AP-TEST-DIC","AP-Test-DIC.hiexsp.ae","Windows 10 Pro",,"10.0 (18363)",,"09/03/2020 5:20:36 PM"
"HIEXOPERATRN","HIEXOPERATRN.hiexsp.ae","Windows Server 2012 R2 Standard",,"6.3 (9600)","10.10.10.79","24/12/2022 7:01:47 PM"
"DIC-LPIT01","DIC-LPIT01.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)",,"04/10/2022 1:04:36 PM"
"ISH-LPTRNMGR","ISH-LPTRNMGR.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","172.16.100.168","26/12/2022 11:43:30 AM"
"AP-WSCHIACC02","AP-WSCHIACC02.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"13/10/2021 7:28:44 PM"
"DIC-WSACCPAY10","DIC-WSACCPAY10.hiexsp.ae","Windows 10 Pro",,"10.0 (18363)",,"02/06/2020 11:59:56 AM"
"DIC-LPBNQCOO01","DIC-LPBNQCOO01.hiexsp.ae","Windows 10 Pro",,"10.0 (18363)",,"29/04/2022 10:18:23 AM"
"DIC-WSHREXE01","DIC-WSHREXE01.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.156","26/12/2022 8:13:46 AM"
"DIC-LPIT03","DIC-LPIT03.hiexsp.ae","Windows 10 Pro",,"10.0 (19041)",,"09/09/2020 9:39:53 AM"
"DIC-LPHM01","DIC-LPHM01.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"07/04/2021 8:00:21 AM"
"DIC-WSRECEP01","DIC-WSRECEP01.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.1.124","29/12/2022 12:17:32 AM"
"SSC-WSISHREC02","SSC-WSISHREC02.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)",,"05/12/2022 8:37:09 AM"
"DIC-WSDUTMGR01","DIC-WSDUTMGR01.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.1.104","29/12/2022 10:23:41 AM"
"ISH-LPDOHR02","ISH-LPDOHR02.hiexsp.ae","Windows 10 Pro",,"10.0 (19041)",,"01/10/2020 4:31:01 PM"
"DIC-SERPPSCAN","DIC-SERPPSCAN.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.1.102","25/12/2022 2:23:27 PM"
"ISH-LPDOHR","ISH-LPDOHR.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.227","25/12/2022 12:50:44 PM"
"SA-LPHM01","SA-LPHM01.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.89","29/12/2022 12:37:05 AM"
"JUM-LPHM","JUM-LPHM.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.20.166","23/12/2022 8:36:37 PM"
"AP-LPHM","AP-LPHM.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)","10.10.30.229","29/12/2022 9:30:16 AM"
"DIC-LPHM","DIC-LPHM.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.105","19/12/2022 8:11:48 AM"
"ISH-LPMRTMGR","ISH-LPMRTMGR.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","172.16.100.171","29/12/2022 9:13:47 AM"
"SA-LPCE","SA-LPCE.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"20/04/2022 11:50:57 AM"
"SSC-LPMU01","SSC-LPMU01.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"18/11/2020 11:05:25 AM"
"DIC-WSFOM","DIC-WSFOM.hiexsp.ae","Windows 10 Pro",,"10.0 (19041)",,"21/12/2020 10:10:24 PM"
"DIC-WSIA","DIC-WSIA.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.123","22/12/2022 3:34:29 PM"
"DIC-WSHKM","DIC-WSHKM.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.118","23/12/2022 4:15:42 PM"
"DIC-WSRP3","DIC-WSRP3.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.1.112","22/12/2022 3:48:31 PM"
"DIC-LPCE","DIC-LPCE.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.144","26/12/2022 10:12:18 AM"
"ISH-LPDCBD","ISH-LPDCBD.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.113","19/12/2022 8:54:36 AM"
"ISH-LPAMM","ISH-LPAMM.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","172.16.100.191","26/12/2022 8:48:04 AM"
"ISH-LPDO","ISH-LPDO.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"18/11/2021 9:58:46 AM"
"SSC-LPCRDTMGR02",,,,,,
"SSC-LPCRDTMGRO2","SSC-LPCRDTMGRO2.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"24/02/2021 9:38:54 AM"
"DIC-LPHREXE","DIC-LPHREXE.hiexsp.ae","Windows 10 Pro",,"10.0 (19041)",,"17/03/2022 9:13:54 AM"
"DXBSPSVRDG1","DXBSPSVRDG1.hiexsp.ae","Windows Server 2012 R2 Standard",,"6.3 (9600)",,"21/09/2022 6:59:04 AM"
"SSC-WSMUCH01","SSC-WSMUCH01.hiexsp.ae","Windows 7 Professional","Service Pack 1","6.1 (7601)","10.10.10.98","24/12/2022 10:32:59 AM"
"DIC-WSKN","DIC-WSKN.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.116","20/12/2022 6:03:50 PM"
"DIC-WSCA","DIC-WSCA.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.106","24/12/2022 3:33:05 AM"
"AP-BKPC","AP-BKPC.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.30.184","19/12/2022 1:06:23 PM"
"DIC-VCSVR","DIC-VCSVR.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.171","21/12/2022 4:05:31 AM"
"SSC-LPCRDTMGR1","SSC-LPCRDTMGR1.hiexsp.ae","Windows 11 Pro",,"10.0 (22621)","10.10.10.217","27/12/2022 8:38:13 AM"
"SSC-LPSALES1","SSC-LPSALES1.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)",,"05/12/2022 8:45:48 AM"
"SSC-LPSALES2","SSC-LPSALES2.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"24/10/2021 8:45:44 AM"
"SSC-LPSALES3","SSC-LPSALES3.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","172.16.100.152","21/12/2022 8:41:03 AM"
"SSC-LPSALES4","SSC-LPSALES4.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","172.16.100.43","05/12/2022 1:31:52 PM"
"SSC-LPSALES5","SSC-LPSALES5.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.30.243","20/12/2022 4:10:41 PM"
"SSC-WSSALES1","SSC-WSSALES1.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.10.245","19/12/2022 5:57:55 PM"
"SSC-WSSALES2","SSC-WSSALES2.hiexsp.ae","Windows 10 Pro",,"10.0 (18363)","172.16.100.128","26/12/2022 9:19:40 AM"
"DIC-WSIT","DIC-WSIT.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.1.109","22/12/2022 6:19:13 PM"
"AP-LPITC","AP-LPITC.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)",,"05/12/2021 1:27:16 PM"
"ISH-LPDOF","ISH-LPDOF.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.102","27/12/2022 9:06:37 AM"
"SASVRPPSCAN1","SASVRPPSCAN1.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","192.168.192.210","20/12/2022 9:45:20 AM"
"AP-LPITMGR","AP-LPITMGR.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"03/11/2021 9:41:15 AM"
"DIC-WSRC","DIC-WSRC.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.115","28/12/2022 12:31:25 PM"
"DIC-WSAP","DIC-WSAP.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)","10.10.1.120","28/12/2022 11:57:34 PM"
"ISH-LPAHRM","ISH-LPAHRM.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)",,"22/07/2022 2:13:03 PM"
"ISH-DOS","ISH-DOS.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","172.16.100.205","26/12/2022 9:25:39 AM"
"AP-HRDSKP","AP-HRDSKP.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)","10.10.30.171","22/12/2022 10:11:28 AM"
"AP-WSREMOTE02","AP-WSREMOTE02.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)","10.10.30.173","24/12/2022 11:18:50 AM"
"AP-WSOPERATOR01","AP-WSOPERATOR01.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.30.178","22/12/2022 4:47:55 PM"
"AP-WSRDM01","AP-WSRDM01.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)","10.10.30.236","26/12/2022 2:03:41 PM"
"AP-WSINCAUD01","AP-WSINCAUD01.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"18/10/2021 12:29:40 PM"
"AP-WSGSTSERMGE1","AP-WSGSTSERMGE1.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.30.181","28/12/2022 1:07:33 AM"
"AP-WSACCPAY02
CNF:9c68e278-edce-45b5-92cf-12a0d4afc451","AP-WSACCPAY02.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)","10.10.30.219","26/12/2022 10:47:44 AM"
"AP-WSRESAGENT08","AP-WSRESAGENT08.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)","10.10.30.209","25/12/2022 11:05:26 AM"
"AP-WSACCREC03","AP-WSACCREC03.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)","10.10.30.165","28/12/2022 2:17:27 PM"
"AP-WSCHIACC03","AP-WSCHIACC03.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)","10.10.30.226","29/12/2022 9:39:02 AM"
"ISH-LPIA","ISH-LPIA.hiexsp.ae","Windows 11 Pro",,"10.0 (22621)",,"22/11/2022 8:57:34 AM"
"AP-WSKITCHEN01","AP-WSKITCHEN01.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"16/02/2022 12:16:00 PM"
"SA-WSIT","SA-WSIT.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)",,"20/10/2022 6:01:26 AM"
"ISH-LPCRM","ISH-LPCRM.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)",,"30/06/2022 10:44:29 AM"
"ISH-LPCSM02","ISH-LPCSM02.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","172.16.100.88","26/12/2022 9:02:52 AM"
"ISH-LPCGSM","ISH-LPCGSM.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"02/11/2021 2:32:43 PM"
"ISH-LPCSM03","ISH-LPCSM03.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"21/09/2022 12:37:57 PM"
"SSC-LPHYGIENE","SSC-LPHYGIENE.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)",,"14/10/2022 1:57:21 PM"
"JUM-WSACCAP02","JUM-WSACCAP02.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"05/12/2021 7:35:38 PM"
"JUM-WSACCCA02","JUM-WSACCCA02.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"04/12/2021 7:07:47 PM"
"ISH-LPCSM04","ISH-LPCSM04.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.30.240","20/12/2022 10:11:12 AM"
"ISH-LPCSM05","ISH-LPCSM05.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","172.16.100.197","29/12/2022 9:28:25 AM"
"SA-WSRP01","SA-WSRP01.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.217","12/12/2022 4:15:44 AM"
"SA-WSRP02","SA-WSRP02.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.231","19/12/2022 5:25:30 AM"
"SA-WSRP03","SA-WSRP03.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)",,"04/12/2022 5:54:11 PM"
"HIEXPMSSVRAP001","HIEXPMSSVRAP001.hiexsp.ae","Windows Server 2016 Standard",,"10.0 (14393)","10.10.10.12","26/12/2022 8:14:25 PM"
"HIEXPMSSVRDB001","HIEXPMSSVRDB001.hiexsp.ae","Windows Server 2016 Standard",,"10.0 (14393)","10.10.10.19","20/12/2022 6:19:52 AM"
"HIEXPMSSVRDG001","HIEXPMSSVRDG001.hiexsp.ae","Windows Server 2016 Standard",,"10.0 (14393)","10.10.10.25","28/12/2022 6:15:39 AM"
"AP-WSINCAUD03",,,,,,
"ISH-WSPRO","ISH-WSPRO.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)",,"23/12/2022 11:49:43 AM"
"DESKTOP-QCIPEUU","DESKTOP-QCIPEUU.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"02/02/2022 9:34:41 AM"
"SSC-LPMUCHARM","SSC-LPMUCHARM.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)",,"05/12/2022 4:39:08 PM"
"DIC-WSCA2","DIC-WSCA2.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)",,"25/04/2022 2:05:37 PM"
"SSC-LPSALESMGR1","SSC-LPSALESMGR1.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.72","23/12/2022 10:35:13 AM"
"SSC-LPEXSEC03","SSC-LPEXSEC03.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","172.16.100.184","26/12/2022 8:24:47 AM"
"JM-WSHR","JM-WSHR.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.20.219","25/12/2022 2:09:26 PM"
"JM-WSNA","JM-WSNA.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.20.217","26/12/2022 3:13:38 AM"
"JM-WSIA","JM-WSIA.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)",,"22/03/2022 1:24:27 PM"
"JM-WSCA","JM-WSCA.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.20.231","26/12/2022 9:08:14 AM"
"JM-WSAP","JM-WSAP.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.20.230","22/12/2022 4:46:15 PM"
"JM-WSAR","JM-WSAR.hiexsp.ae","Windows 11 Pro",,"10.0 (22621)","10.10.20.120","27/12/2022 9:02:17 AM"
"ISH-WSMT","ISH-WSMT.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)",,"10/09/2022 5:56:36 PM"
"ISH-LPRBDD","ISH-LPRBDD.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.143","15/12/2022 10:25:36 AM"
"DIC-WSHKC","DIC-WSHKC.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.122","26/12/2022 7:34:23 PM"
"DIC-WSOR","DIC-WSOR.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)",,"08/06/2022 1:52:06 PM"
"DIC-WSBQ","DIC-WSBQ.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.119","19/12/2022 2:55:05 PM"
"DIC-WSAR","DIC-WSAR.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.108","22/12/2022 5:42:32 PM"
"HEDXBCPDTCRO09","HEDXBCPDTCRO09.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.30.217","22/12/2022 4:31:38 PM"
"SA-WSFORESER","SA-WSFORESER.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.235","19/12/2022 9:47:46 PM"
"HEDXBCPDTCRO03","HEDXBCPDTCRO03.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"23/08/2022 1:06:06 PM"
"HEDXBCPDTCRO10","HEDXBCPDTCRO10.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.1.100","19/12/2022 12:05:40 PM"
"DESKTOP-16R6ONA","DESKTOP-16R6ONA.hiexsp.ae","Windows 10 Pro",,"10.0 (19042)",,"04/08/2022 1:16:17 PM"
"SA-ITADMINLP2","SA-ITADMINLP2.hiexsp.ae","Windows 10 Pro",,"10.0 (19043)",,"09/09/2022 3:16:27 PM"
"AP-LPITM01","AP-LPITM01.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)","10.10.30.242","20/12/2022 4:10:05 PM"
"AP-AIORA09","AP-AIORA09.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.30.227","25/12/2022 12:44:09 PM"
"AP-AIOHKM","AP-AIOHKM.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)","10.10.30.176","26/12/2022 7:44:40 AM"
"AP-AIOENGGSUP","AP-AIOENGGSUP.hiexsp.ae","Windows 11 Pro",,"10.0 (22621)","10.10.30.175","24/12/2022 3:20:16 PM"
"AP-AIOFNBMGR","AP-AIOFNBMGR.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)","10.10.30.218","22/12/2022 12:38:14 PM"
"AP-AIOKIT","AP-AIOKIT.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)","10.10.30.174","26/12/2022 2:21:44 PM"
"AP-AIORECP01","AP-AIORECP01.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)",,"26/07/2022 2:17:31 PM"
"AP-AIORECP02","AP-AIORECP02.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)","10.10.30.186","19/12/2022 9:51:19 AM"
"AP-AIORECP03","AP-AIORECP03.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)","10.10.30.159","27/12/2022 5:02:37 AM"
"AP-LAPCE02","AP-LAPCE02.hiexsp.ae","Windows 11 Pro",,"10.0 (22000)","10.10.30.168","25/12/2022 9:06:27 AM"
"DESKTOP-E5S7NQU","DESKTOP-E5S7NQU.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.10.153","22/12/2022 1:08:20 AM"
"SA-ITADMINLP","SA-ITADMINLP.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.10.182","26/12/2022 8:46:02 AM"
"DIC-AITM","DIC-AITM.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.1.125","23/12/2022 4:59:40 PM"
"SA-KITCHEN","SA-KITCHEN.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.176","28/12/2022 2:52:33 PM"
"SA-WSFOMNGR","SA-WSFOMNGR.hiexsp.ae","Windows 10 Pro",,"10.0 (19045)","10.10.10.99","25/12/2022 1:39:05 AM"
"SA-WSRCP01","SA-WSRCP01.hiexsp.ae","Windows 11 Pro",,"10.0 (22621)","10.10.10.208","24/12/2022 7:56:13 PM"
"SA-WSRCP02","SA-WSRCP02.hiexsp.ae","Windows 11 Pro",,"10.0 (22621)","10.10.10.183","22/12/2022 5:01:42 PM"
"SSC-WSSALESAD","SSC-WSSALESAD.hiexsp.ae","Windows 10 Pro",,"10.0 (15063)","10.10.10.123","29/12/2022 9:24:19 AM"
"SA-WSRCP03","SA-WSRCP03.hiexsp.ae","Windows 11 Pro",,"10.0 (22621)",,"15/12/2022 1:11:38 PM"
"SA-HIEXBCKUP","SA-HIEXBCKUP.hiexsp.ae","Windows 10 Pro",,"10.0 (19044)","10.10.10.194","28/12/2022 4:54:10 PM"
"ISH-LPSALES06","ISH-LPSALES06.hiexsp.ae","Windows 11 Pro",,"10.0 (22621)","172.16.100.166","23/12/2022 4:14:35 PM"
